Number,Date,Team,Polar,Tweet
78, 2019-03-22,Chelsea, 0.0, The Jerry Duncan Show Interviews Ivanka Trump and Chelsea Clinton via humortimes chelseaclinton
79, 2019-03-22,Chelsea, 0.7, RT mwasmchelsea001 Im speechless Calteck10 CHO Absolutely delighted after recordsetting debut chelsea Me Congratulat
80, 2019-03-22,Chelsea, 0.5, RT WISEUpAction WikiLeaks source Chelsea Manning appealing contempt ruling Report via washtimes
81, 2019-03-22,Chelsea, 0.0, RT MrszNesha CHELSEA PRANKED ME x3ChelseaMarie
82, 2019-03-22,Chelsea, 0.7, Im speechless Calteck10 CHO Absolutely delighted after recordsetting debut chelsea Me Congratu
83, 2019-03-22,Chelsea, 0.2, hazardeden10 RSB343 If you like leave Chelsea your career will be like as thibaut courtios at Real Madridthank
84, 2019-03-22,Chelsea, 0.42, lunaluminarium I read that book so many times that I still have most of the first page memorized And I read Th
85, 2019-03-22,Chelsea, 0.0, Chelsea to review security ahead of return Champions League tie at PSGChampionsLeague ChampionsLeague Pls RT
86, 2019-03-22,Chelsea, 0.0, RT ChelseaFC England debut Chelseas youngest England internationalWhat a night for Calteck10
87, 2019-03-22,Chelsea, -0.22, RT ITZDANNNO Sorry all but this is my favourite away day ever Jose down the touchline Proper Shithouse Chelsea CFC
88, 2019-03-22,Chelsea, 0.2, RT TotalCristiano People say we cant compare Ronaldo time in LL to Messis whole LL because Messi was a kidWe cant then compare Ronal
89, 2019-03-22,Chelsea, -0.22, RT ITZDANNNO Sorry all but this is my favourite away day ever Jose down the touchline Proper Shithouse Chelsea CFC
90, 2019-03-22,Chelsea, 0.0, B123Micky TheBlues What do you reckon happens to Chelsea when he leaves
91, 2019-03-22,Chelsea, 0.0, KayDee700 chelseachiq Bibaz23 dreychabs HazaelAmmanda 4ourZw tudzaa BabesWezvese LukeSnow69 Flairee
92, 2019-03-22,Chelsea, 0.5, brfootball OlivierGiroud But still Oliver Giroud is still being undermined in Chelsea He must be given more pl
93, 2019-03-22,Chelsea, 0.35, RT chriswrightzz A good performance from Ross Barkley for England last night Had his critics this season even from me which have been
94, 2019-03-22,Chelsea, 0.0, RT LastWordOnSpurs Tottenham Hotspur defender Jan Vertonghen channelling his inner Spurs when asked about Chelseas Eden Hazard
95, 2019-03-22,Chelsea, 0.0, RT LastWordOnSpurs Tottenham Hotspur defender Jan Vertonghen channelling his inner Spurs when asked about Chelseas Eden Hazard
96, 2019-03-22,Chelsea, 0.5, RT AssangeMrs Converging events impacting Julians safetyWikileaks Grand Jury targettingtorture of Chelsea ManningEnd of Mueller
97, 2019-03-22,Chelsea, 0.27, 1 bedroom available for rent in Chelsea brownstone New York
98, 2019-03-22,Chelsea, 0.38, jokingly chelseajade Chelsea Im pretty sure youre duids
99, 2019-03-22,Chelsea, 0.0, Jaymi with a fan in Edinburgh 210319 via Sam Chelsea Richardson on Facebook
0, 2019-03-22,Crystal Palace, 0.0, Remoaners on the March Can you also protest about the result of the 2016 FA cup final Crystal Palace should have
1, 2019-03-22,Crystal Palace, 0.6, RT sebastian1906 Yesterday Raheem Sterling ENGCZE Damary Dawkins a Crystal Palace youth team player who had been fighting acute lymp
2, 2019-03-22,Crystal Palace, 0.3, RT FootbalIStuff Raheem Sterling tonight Scores a hattrick Wins a penalty Pays tribute to 13yearold Crystal Palace fan Damar
3, 2019-03-22,Crystal Palace, 0.0, Remoaners on the March Can you also protest about the result of the 2016 FA cup final Crystal Palace should have
4, 2019-03-22,Crystal Palace, 0.6, RT sebastian1906 Yesterday Raheem Sterling ENGCZE Damary Dawkins a Crystal Palace youth team player who had been fighting acute lymp
5, 2019-03-22,Crystal Palace, 0.2, RT RickSpur SunSport understand Tottenham Hotspur are now ready to offload both rightbacks Kieran Trippier and Serge Aurier this summ
6, 2019-03-22,Crystal Palace, 0.3, RT FootbalIStuff Raheem Sterling tonight Scores a hattrick Wins a penalty Pays tribute to 13yearold Crystal Palace fan Damar
7, 2019-03-22,Crystal Palace, 0.0, RT GeorgeMillward0 If you supportPortsmouthLiverpoolMan UnitedHullWolvesWest HamLeicester Newcastle Crystal PalaceSheff UtdLe
8, 2019-03-22,Crystal Palace, 0.6, RT sebastian1906 Yesterday Raheem Sterling ENGCZE Damary Dawkins a Crystal Palace youth team player who had been fighting acute lymp
9, 2019-03-22,Crystal Palace, 0.3, RT FootbalIStuff Raheem Sterling tonight Scores a hattrick Wins a penalty Pays tribute to 13yearold Crystal Palace fan Damar
10, 2019-03-22,Crystal Palace, 0.25, RT JakeCoare14 Calling all Arsenal and Crystal Palace HC15OnTour is arranging an amazing walk for mens Mental Health Awareness from Selh
11, 2019-03-22,Crystal Palace, 0.0, RT jwhcafc If you supportPortsmouthLiverpoolMan UnitedChelseaWolvesWest HamLeicester Newcastle Crystal PalaceSheff UtdHullV
12, 2019-03-22,Crystal Palace, 0.3, RT FootbalIStuff Raheem Sterling tonight Scores a hattrick Wins a penalty Pays tribute to 13yearold Crystal Palace fan Damar
13, 2019-03-22,Crystal Palace, 0.6, Yesterday Raheem Sterling ENGCZE Damary Dawkins a Crystal Palace youth team player who had been fighting acute
14, 2019-03-22,Crystal Palace, 0.3, RT FootbalIStuff Raheem Sterling tonight Scores a hattrick Wins a penalty Pays tribute to 13yearold Crystal Palace fan Damar
15, 2019-03-22,Crystal Palace, 0.3, RT FootbalIStuff Raheem Sterling tonight Scores a hattrick Wins a penalty Pays tribute to 13yearold Crystal Palace fan Damar
16, 2019-03-22,Crystal Palace, 0.0, RT CruzzKhater Sterling Vs HazardSterling 15 goals 10 assists Carrying Man City to another league title and possibly a trebleHaza
17, 2019-03-22,Crystal Palace, 0.1, nickcutts1 Thanks for following us on Twitter Why not download the app iOS at amp Android
18, 2019-03-22,Crystal Palace, 0.0, RT jwhcafc If you supportPortsmouthLiverpoolMan UnitedChelseaWolvesWest HamLeicester Newcastle Crystal PalaceSheff UtdHullV
19, 2019-03-22,Crystal Palace, 0.3, RT FootbalIStuff Raheem Sterling tonight Scores a hattrick Wins a penalty Pays tribute to 13yearold Crystal Palace fan Damar
20, 2019-03-22,Crystal Palace, 0.11, SellsAdam speaking a lot of sense again Important to hear objective voices following low as well as high moment
21, 2019-03-22,Crystal Palace, 0.0, RT ecrystalpalace Zaha playing waiting game in Ivory Coast to see if he will be sent home Palace expect him to be fit for Huddersfield
22, 2019-03-22,Crystal Palace, 0.3, RT FootbalIStuff Raheem Sterling tonight Scores a hattrick Wins a penalty Pays tribute to 13yearold Crystal Palace fan Damar
23, 2019-03-22,Crystal Palace, 0.0, Sterling Vs HazardSterling 15 goals 10 assists Carrying Man City to another league title and possibly a treble
24, 2019-03-22,Crystal Palace, 0.5, RT ashfieldlane 030418 Beckenham Labour Group and Councillor Angela Wilkins Crystal Palace Ward published these interesting figures
25, 2019-03-22,Crystal Palace, 0.3, RT CityChief Raheem Sterling tonight Scores a hattrick Wins a penalty Pays tribute to 13yearold Crystal Palace fan Damary Dawki
26, 2019-03-22,Crystal Palace, 0.0, EssexPR I agree But if you support Crystal Palace they cant ruin it by losing Hoping to get back on track next
27, 2019-03-22,Crystal Palace, 0.0, andrewj1511 JoeMesure ExWHUemployee He is a knob trust me on that alright A Crystal Palace fan who crrys becau
28, 2019-03-22,Crystal Palace, 0.0, RT AFTVMedia Arsenals remaining Premier League fixturesNewcastle hEverton aWatford aCrystal Palace hWolves aLeicester aBrighton
29, 2019-03-22,Crystal Palace, 0.4, RT LDNCityRoyals GAMEDAY vs SheffieldSharks 23rd March 730pm Crystal Palace Tickets Available on DoorPackThePalace
30, 2019-03-22,Crystal Palace, 0.4, GAMEDAY vs SheffieldSharks 23rd March 730pm Crystal Palace Tickets Available on Door
31, 2019-03-22,Crystal Palace, 0.3, RT CityChief Raheem Sterling tonight Scores a hattrick Wins a penalty Pays tribute to 13yearold Crystal Palace fan Damary Dawki
32, 2019-03-22,Crystal Palace, 0.3, RT FootbalIStuff Raheem Sterling tonight Scores a hattrick Wins a penalty Pays tribute to 13yearold Crystal Palace fan Damar
33, 2019-03-22,Crystal Palace, 0.0, RT AFTVMedia Arsenals remaining Premier League fixturesNewcastle hEverton aWatford aCrystal Palace hWolves aLeicester aBrighton
34, 2019-03-22,Crystal Palace, 0.0, RT Oddschanger A picture of Damary Dawkins was imprinted under Raheem Sterlings shirt tonight which he showed after scoring his second g
35, 2019-03-22,Crystal Palace, 0.0, RT TheSunFootball Raheem Sterlings shirt tribute was dedicated to 13yearold boy who died from leukaemia https
36, 2019-03-22,Crystal Palace, -0.3, Raheem Sterling pays tribute to late Crystal Palace youngster after England goal Mirror Online
37, 2019-03-22,Crystal Palace, 0.0, RT PFCOlly If you supportPortsmouthLiverpoolMan UnitedChelseaWolvesWest HamLeicester Newcastle Crystal PalaceSheff UtdLeedsV
38, 2019-03-22,Crystal Palace, 0.3, RT FootbalIStuff Raheem Sterling tonight Scores a hattrick Wins a penalty Pays tribute to 13yearold Crystal Palace fan Damar
39, 2019-03-22,Crystal Palace, 0.0, RT AFTVMedia Arsenals remaining Premier League fixturesNewcastle hEverton aWatford aCrystal Palace hWolves aLeicester aBrighton
40, 2019-03-22,Crystal Palace, 0.0, RT Oddschanger A picture of Damary Dawkins was imprinted under Raheem Sterlings shirt tonight which he showed after scoring his second g
41, 2019-03-22,Crystal Palace, 0.2, SunSport understand Tottenham Hotspur are now ready to offload both rightbacks Kieran Trippier and Serge Aurier
42, 2019-03-22,Crystal Palace, 0.0, RT AFTVMedia Arsenals remaining Premier League fixturesNewcastle hEverton aWatford aCrystal Palace hWolves aLeicester aBrighton
43, 2019-03-22,Crystal Palace, 0.3, RT FootbalIStuff Raheem Sterling tonight Scores a hattrick Wins a penalty Pays tribute to 13yearold Crystal Palace fan Damar
44, 2019-03-22,Crystal Palace, 0.3, RT FootbalIStuff Raheem Sterling tonight Scores a hattrick Wins a penalty Pays tribute to 13yearold Crystal Palace fan Damar
45, 2019-03-22,Crystal Palace, 0.0, RT AFTVMedia Arsenals remaining Premier League fixturesNewcastle hEverton aWatford aCrystal Palace hWolves aLeicester aBrighton
46, 2019-03-22,Crystal Palace, 0.0, RT AFTVMedia Arsenals remaining Premier League fixturesNewcastle hEverton aWatford aCrystal Palace hWolves aLeicester aBrighton
47, 2019-03-22,Crystal Palace, 0.3, RT FootbalIStuff Raheem Sterling tonight Scores a hattrick Wins a penalty Pays tribute to 13yearold Crystal Palace fan Damar
48, 2019-03-22,Crystal Palace, 0.3, RT FootbalIStuff Raheem Sterling tonight Scores a hattrick Wins a penalty Pays tribute to 13yearold Crystal Palace fan Damar
49, 2019-03-22,Crystal Palace, 0.14, RT SheffieldSharks Dont forget you can catch Part 2 of our doubleheader weekend in the Capital LIVE on the BBLofficial Youtube Channel
50, 2019-03-22,Crystal Palace, 0.0, Raheem Sterling pays tribute to Crystal Palace youth player Damary Dawkins during Euro 2020 qualifier Evening Sta
51, 2019-03-22,Crystal Palace, 0.3, PictureOfTheDayOurManOfTheMomentsterling7 Is Our Man Of The Moment Scores a hattrick Wins a p
52, 2019-03-22,Crystal Palace, 0.3, RT FootbalIStuff Raheem Sterling tonight Scores a hattrick Wins a penalty Pays tribute to 13yearold Crystal Palace fan Damar
53, 2019-03-22,Crystal Palace, 0.0, RT AFTVMedia Arsenals remaining Premier League fixturesNewcastle hEverton aWatford aCrystal Palace hWolves aLeicester aBrighton
54, 2019-03-22,Crystal Palace, 0.25, RT JakeCoare14 Calling all Arsenal and Crystal Palace HC15OnTour is arranging an amazing walk for mens Mental Health Awareness from Selh
55, 2019-03-22,Crystal Palace, 0.0, RT AFTVMedia Arsenals remaining Premier League fixturesNewcastle hEverton aWatford aCrystal Palace hWolves aLeicester aBrighton
56, 2019-03-22,Crystal Palace, -0.5, I just remembered going to Crystal Palace v Bolton and sitting with Uri Gellar whilst watching him bend spoons by looking at them Weird
57, 2019-03-22,Crystal Palace, 0.17, RT emsandy Raheem Sterling lifted his shirt to show a tribute to Damary Dawkins when he celebrated his second goal Dawkins was a 13yea
58, 2019-03-22,Crystal Palace, 0.0, RT AFTVMedia Arsenals remaining Premier League fixturesNewcastle hEverton aWatford aCrystal Palace hWolves aLeicester aBrighton
59, 2019-03-22,Crystal Palace, 0.14, Dont forget you can catch Part 2 of our doubleheader weekend in the Capital LIVE on the BBLofficial Youtube Chann
60, 2019-03-22,Crystal Palace, 0.3, RT FootbalIStuff Raheem Sterling tonight Scores a hattrick Wins a penalty Pays tribute to 13yearold Crystal Palace fan Damar
61, 2019-03-22,Crystal Palace, 0.0, RealDjMotion bandilebanks Mjita Dont lie on the TL Uyazi I use Crystal Palace to beat your ass
62, 2019-03-22,Crystal Palace, 0.2, RT Djofils GeezyPeas boss do you know anyone selling the Crystal Palace tickets Really need 3 for people coming from the US
63, 2019-03-22,Crystal Palace, -0.09, Getting ready for our Tough Runs 5k 10k 15k halfmarathon in crystalpalace Look forward to seeing all our
64, 2019-03-22,Crystal Palace, 0.05, IAMTHEMOB1 utdxtra sterling7 England Damary Dawkins was a 13year old Crystal Palace player He died last week of leukemia
65, 2019-03-22,Crystal Palace, 0.3, RT FootbalIStuff Raheem Sterling tonight Scores a hattrick Wins a penalty Pays tribute to 13yearold Crystal Palace fan Damar
66, 2019-03-22,Crystal Palace, 0.0, RT AdvertiserCPFC Raheem Sterling pays tribute to Crystal Palace fan Damary Dawkins after scoring hattrick for England
67, 2019-03-22,Crystal Palace, 0.3, RT FootbalIStuff Raheem Sterling tonight Scores a hattrick Wins a penalty Pays tribute to 13yearold Crystal Palace fan Damar
68, 2019-03-22,Crystal Palace, 0.0, RT FootyAccums After scoring the second of his hattrick goals tonight Raheem Sterling unveiled a shirt with the name Damary Dawkins i
69, 2019-03-22,Crystal Palace, 0.0, RT AFTVMedia Arsenals remaining Premier League fixturesNewcastle hEverton aWatford aCrystal Palace hWolves aLeicester aBrighton
70, 2019-03-22,Crystal Palace, 0.2, RT RuthMoss Ready to roll from Crystal Palace tomorrow BitchesvBrexit smashbangwallop SteveReedMP mrjamesob Might see you th
71, 2019-03-22,Crystal Palace, 0.5, 030418 Beckenham Labour Group and Councillor Angela Wilkins Crystal Palace Ward published these interesting fi
72, 2019-03-22,Crystal Palace, 0.0, RT FootyAccums After scoring the second of his hattrick goals tonight Raheem Sterling unveiled a shirt with the name Damary Dawkins i
73, 2019-03-22,Crystal Palace, 0.5, RT GoalNews Touching tribute by Raheem Sterling
74, 2019-03-22,Crystal Palace, 0.17, RT emsandy Raheem Sterling lifted his shirt to show a tribute to Damary Dawkins when he celebrated his second goal Dawkins was a 13yea
75, 2019-03-22,Crystal Palace, 0.0, RT FootyAccums After scoring the second of his hattrick goals tonight Raheem Sterling unveiled a shirt with the name Damary Dawkins i
76, 2019-03-22,Crystal Palace, -0.17, RT CraftCourage FRESH DROP OF HalfAcreBeer YESS Cold chain from Chicago to Crystal Palace we got their Smoking Gull Pale Ale U
77, 2019-03-22,Crystal Palace, -0.3, Raheem Sterling dedicated his goal to late Crystal Palace youngster
78, 2019-03-22,Crystal Palace, 0.0, RT AFTVMedia Arsenals remaining Premier League fixturesNewcastle hEverton aWatford aCrystal Palace hWolves aLeicester aBrighton
79, 2019-03-22,Crystal Palace, 0.0, RT AFTVMedia Arsenals remaining Premier League fixturesNewcastle hEverton aWatford aCrystal Palace hWolves aLeicester aBrighton
80, 2019-03-22,Crystal Palace, 0.0, RT AFTVMedia Arsenals remaining Premier League fixturesNewcastle hEverton aWatford aCrystal Palace hWolves aLeicester aBrighton
81, 2019-03-22,Crystal Palace, 0.3, RT CityChief Raheem Sterling tonight Scores a hattrick Wins a penalty Pays tribute to 13yearold Crystal Palace fan Damary Dawki
